season,atemp,humidity,windspeed
1,9.85,51,11.0014
1,10.605,55,6.0032
1,12.12,55,0.0
1,9.85,55,11.0014
1,9.85,55,11.0014
1,8.335,74,11.0014
1,8.335,74,11.0014
1,9.09,74,7.0015
1,9.09,93,7.0015
1,9.09,93,7.0015
1,9.85,80,11.0014
1,9.09,69,26.0027
1,9.09,59,23.9994
1,9.09,44,22.0028
1,8.335,32,32.9975
1,8.335,32,30.0026
1,6.82,29,30.0026
1,6.06,37,36.9974
1,6.06,39,19.9995
1,6.06,36,16.9979
1,6.06,36,16.9979
1,5.305,39,23.9994
1,5.305,36,26.0027
1,3.03,39,30.0026
1,3.79,42,26.0027
1,3.03,42,31.0009
1,3.03,46,31.0009
1,3.79,46,27.9993
1,4.545,53,12.998
1,4.545,53,12.998
1,4.545,49,19.0012
1,4.545,53,12.998
1,4.545,49,19.0012
1,3.79,46,35.0008
1,5.305,43,26.0027
1,6.06,40,35.0008
1,6.82,37,30.0026
1,8.335,34,30.0026
1,9.09,32,31.0009
1,9.85,35,23.9994
1,8.335,34,30.0026
1,7.575,37,26.0027
1,6.82,40,22.0028
1,6.82,43,22.0028
1,6.06,46,16.9979
1,5.305,46,27.9993
1,6.06,46,19.9995
1,6.82,50,12.998
1,6.06,50,19.0012
1,6.06,50,19.0012
1,6.06,50,15.0013
1,6.06,50,15.0013
1,6.06,54,8.9981
1,5.305,54,16.9979
1,6.06,50,19.0012
1,6.06,50,15.0013
1,6.06,50,19.0012
1,6.06,50,16.9979
1,6.06,50,19.9995
1,6.82,47,19.0012
1,9.09,40,19.0012
1,9.09,40,19.0012
1,9.85,40,15.0013
1,9.85,40,15.0013
1,10.605,40,8.9981
1,11.365,40,7.0015
1,9.85,40,15.0013
1,8.335,47,11.0014
1,8.335,50,11.0014
1,6.82,59,12.998
1,7.575,59,11.0014
1,7.575,59,11.0014
1,8.335,59,7.0015
1,7.575,59,11.0014
1,7.575,55,12.998
1,9.09,55,8.9981
1,9.09,55,8.9981
1,11.365,55,0.0
1,10.605,51,6.0032
1,9.85,51,11.0014
1,10.605,51,11.0014
1,10.605,47,8.9981
1,11.365,51,7.0015
1,11.365,59,6.0032
1,11.365,59,6.0032
1,9.85,80,6.0032
1,7.575,86,15.0013
1,7.575,86,15.0013
1,9.09,93,7.0015
1,11.365,93,0.0
1,7.575,93,12.998
1,9.85,86,6.0032
1,9.09,93,7.0015
1,9.85,93,6.0032
1,9.85,86,6.0032
1,9.09,86,7.0015
1,7.575,86,8.9981
1,7.575,86,11.0014
1,7.575,93,8.9981
1,7.575,69,8.9981
1,8.335,59,11.0014
1,6.82,59,22.0028
1,9.09,55,15.0013
1,9.09,51,26.0027
1,7.575,47,39.0007
1,9.85,44,23.9994
1,9.09,47,22.0028
1,8.335,47,27.9993
1,9.85,44,22.0028
1,9.09,47,23.9994
1,7.575,47,35.0008
1,7.575,47,27.9993
1,6.82,50,22.0028
1,6.82,55,22.0028
1,6.06,55,30.0026
1,5.305,59,27.9993
1,6.06,59,19.0012
1,6.06,50,19.0012
1,6.06,50,23.9994
1,6.06,50,22.0028
1,6.06,50,16.9979
1,6.06,50,19.9995
1,7.575,54,8.9981
1,7.575,54,8.9981
1,6.82,50,12.998
1,6.06,50,22.0028
1,6.82,50,23.9994
1,8.335,44,30.0026
1,8.335,44,27.9993
1,9.85,41,30.0026
1,9.85,41,26.0027
1,10.605,38,19.9995
1,10.605,38,23.9994
1,9.09,40,19.0012
1,9.09,40,22.0028
1,7.575,47,16.9979
1,7.575,47,15.0013
1,6.06,46,19.9995
1,6.06,46,22.0028
1,6.82,50,12.998
1,6.82,50,12.998
1,6.06,54,11.0014
1,6.06,54,8.9981
1,6.82,54,7.0015
1,6.82,54,6.0032
1,9.09,54,0.0
1,6.06,74,11.0014
1,8.335,68,0.0
1,7.575,69,8.9981
1,9.09,55,12.998
1,8.335,51,19.0012
1,9.85,44,16.9979
1,9.85,37,26.0027
1,10.605,41,19.0012
1,12.12,38,11.0014
1,12.12,41,7.0015
1,11.365,41,11.0014
1,12.88,47,0.0
1,9.85,59,6.0032
1,12.12,59,0.0
1,11.365,69,0.0
1,11.365,69,0.0
1,12.12,55,0.0
1,12.12,55,0.0
1,9.85,59,6.0032
1,9.85,59,6.0032
1,11.365,59,0.0
1,11.365,59,0.0
1,11.365,59,0.0
1,8.335,63,7.0015
1,10.605,63,0.0
1,7.575,63,8.9981
1,9.09,64,8.9981
1,9.85,59,11.0014
1,9.85,55,15.0013
1,11.365,48,15.0013
1,12.88,38,19.9995
1,14.395,39,19.0012
1,15.91,36,12.998
1,16.665,34,12.998
1,15.15,36,19.0012
1,14.395,45,16.9979
1,15.15,39,16.9979
1,15.15,39,16.9979
1,15.15,39,15.0013
1,15.91,42,7.0015
1,14.395,45,19.0012
1,15.15,56,0.0
1,13.635,56,8.9981
1,14.395,56,6.0032
1,13.635,69,0.0
1,12.88,56,11.0014
1,12.88,56,11.0014
1,12.88,56,11.0014
1,10.605,56,19.9995
1,10.605,55,19.0012
1,10.605,51,16.9979
1,10.605,51,19.0012
1,11.365,44,16.9979
1,10.605,41,19.0012
1,11.365,35,19.9995
1,13.635,36,16.9979
1,12.12,38,16.9979
1,11.365,38,15.0013
1,10.605,37,16.9979
1,10.605,40,11.0014
1,9.85,47,8.9981
1,9.85,47,11.0014
1,9.85,51,11.0014
1,10.605,49,8.9981
1,11.365,40,7.0015
1,9.85,47,15.0013
1,9.85,44,12.998
1,8.335,43,16.9979
1,9.09,43,12.998
1,9.85,43,8.9981
1,9.85,43,11.0014
1,9.09,43,12.998
1,9.09,50,8.9981
1,7.575,47,15.0013
1,7.575,47,15.0013
1,7.575,50,16.9979
1,7.575,55,12.998
1,9.85,47,8.9981
1,9.85,47,8.9981
1,10.605,43,7.0015
1,10.605,47,11.0014
1,10.605,47,11.0014
1,9.85,51,12.998
1,8.335,55,16.9979
1,9.09,59,12.998
1,7.575,80,12.998
1,7.575,80,12.998
1,6.06,93,16.9979
1,6.82,86,19.0012
1,9.09,86,22.0028
1,9.85,86,15.0013
1,11.365,80,11.0014
1,11.365,87,11.0014
1,11.365,87,12.998
1,11.365,82,12.998
1,11.365,80,11.0014
1,11.365,80,8.9981
1,13.635,87,0.0
1,12.12,93,7.0015
1,12.88,93,6.0032
1,13.635,93,0.0
1,13.635,93,0.0
1,11.365,93,8.9981
1,11.365,93,8.9981
1,11.365,93,8.9981
1,12.88,93,6.0032
1,12.88,93,6.0032
1,12.88,92,7.0015
1,12.88,93,7.0015
1,12.88,93,7.0015
1,13.635,93,8.9981
1,15.15,87,6.0032
1,15.91,81,6.0032
1,20.455,62,19.0012
1,20.455,58,16.9979
1,20.455,54,19.0012
1,19.695,58,26.0027
1,16.665,57,22.0028
1,15.91,61,19.0012
1,14.395,57,27.9993
1,15.15,49,19.9995
1,14.395,49,27.9993
1,15.15,52,11.0014
1,13.635,52,31.0009
1,9.09,64,7.0015
1,9.09,69,7.0015
1,11.365,69,0.0
1,11.365,69,0.0
1,10.605,93,0.0
1,10.605,93,0.0
1,11.365,93,0.0
1,11.365,93,0.0
1,11.365,93,0.0
1,11.365,93,0.0
1,12.12,86,0.0
1,12.88,86,0.0
1,12.88,86,0.0
1,12.88,80,6.0032
1,14.395,75,0.0
1,12.12,75,8.9981
1,14.395,75,0.0
1,12.88,81,7.0015
1,12.12,81,8.9981
1,11.365,87,8.9981
1,11.365,87,8.9981
1,12.88,87,6.0032
1,9.85,93,12.998
1,12.12,93,7.0015
1,11.365,93,12.998
1,11.365,93,8.9981
1,11.365,93,8.9981
1,10.605,93,19.0012
1,12.12,93,7.0015
1,12.12,93,7.0015
1,10.605,93,15.0013
1,10.605,93,15.0013
1,12.88,93,6.0032
1,13.635,100,0.0
1,11.365,93,12.998
1,11.365,93,15.0013
1,16.665,93,11.0014
1,19.695,82,26.0027
1,19.695,76,22.0028
1,16.665,71,19.9995
1,15.91,53,35.0008
1,14.395,42,36.9974
1,12.12,45,32.9975
1,9.85,48,36.9974
1,9.85,47,22.0028
1,10.605,44,16.9979
1,8.335,44,30.0026
1,8.335,40,30.0026
1,7.575,44,35.0008
1,8.335,43,16.9979
1,8.335,43,16.9979
1,6.82,50,19.9995
1,6.82,43,23.9994
1,6.06,50,22.0028
1,6.06,50,23.9994
1,6.82,47,19.9995
1,7.575,43,22.0028
1,6.82,43,30.0026
1,9.09,40,23.9994
1,8.335,40,27.9993
1,9.85,37,26.0027
1,9.85,37,22.0028
1,10.605,37,16.9979
1,9.85,40,12.998
1,10.605,40,11.0014
1,12.88,40,0.0
1,11.365,47,6.0032
1,10.605,55,7.0015
1,10.605,51,6.0032
1,11.365,47,7.0015
1,12.88,44,0.0
1,11.365,59,0.0
1,8.335,63,7.0015
1,8.335,63,7.0015
1,7.575,63,8.9981
1,11.365,55,0.0
1,10.605,59,0.0
1,7.575,74,8.9981
1,9.09,80,8.9981
1,10.605,51,8.9981
1,11.365,51,11.0014
1,12.12,48,11.0014
1,12.88,50,15.0013
1,13.635,45,11.0014
1,13.635,48,16.9979
1,14.395,42,15.0013
1,13.635,56,8.9981
1,12.88,60,7.0015
1,12.12,65,8.9981
1,12.12,65,11.0014
1,12.12,70,11.0014
1,12.12,65,11.0014
1,12.12,70,8.9981
1,12.12,70,11.0014
1,12.12,65,11.0014
1,12.12,75,11.0014
1,12.12,75,11.0014
1,11.365,93,8.9981
1,11.365,100,6.0032
1,12.88,100,0.0
1,12.88,93,6.0032
1,11.365,100,6.0032
1,11.365,100,6.0032
1,10.605,100,8.9981
1,11.365,100,8.9981
1,11.365,100,11.0014
1,11.365,100,11.0014
1,13.635,100,0.0
1,13.635,100,0.0
1,11.365,100,8.9981
1,10.605,100,19.0012
1,12.12,93,30.0026
1,12.12,93,30.0026
1,14.395,87,16.9979
1,12.88,100,12.998
1,13.635,93,8.9981
1,12.88,93,15.0013
1,12.88,70,12.998
1,11.365,65,27.9993
1,11.365,60,22.0028
1,14.395,60,6.0032
1,11.365,60,23.9994
1,12.88,60,15.0013
1,12.88,60,15.0013
1,12.12,65,11.0014
1,12.88,65,7.0015
1,14.395,56,7.0015
1,14.395,52,16.9979
1,15.15,49,16.9979
1,16.665,46,0.0
1,18.18,46,0.0
1,17.425,46,6.0032
1,17.425,46,6.0032
1,17.425,49,7.0015
1,18.18,46,0.0
1,15.15,56,11.0014
1,14.395,61,8.9981
1,14.395,61,7.0015
1,15.15,60,0.0
1,15.15,60,0.0
1,14.395,65,0.0
1,14.395,65,0.0
1,13.635,75,0.0
1,12.88,80,0.0
1,12.88,86,0.0
1,12.88,86,0.0
1,12.88,86,0.0
1,12.12,93,0.0
1,12.12,86,0.0
1,11.365,100,0.0
1,13.635,80,0.0
1,12.88,75,7.0015
1,15.91,65,6.0032
1,17.425,62,0.0
1,18.18,57,6.0032
1,18.18,57,6.0032
1,19.695,54,6.0032
1,17.425,57,8.9981
1,15.91,70,11.0014
1,16.665,66,8.9981
1,17.425,70,0.0
1,16.665,70,7.0015
1,17.425,70,0.0
1,15.15,81,6.0032
1,16.665,81,0.0
1,15.91,87,0.0
1,15.91,87,0.0
1,13.635,93,7.0015
1,13.635,93,11.0014
1,12.88,93,11.0014
1,11.365,81,22.0028
1,11.365,70,22.0028
1,9.85,65,27.9993
1,9.85,56,32.9975
1,9.85,52,32.9975
1,9.09,47,36.9974
1,9.09,47,31.0009
1,9.85,38,32.9975
1,9.85,32,30.0026
1,9.85,37,27.9993
1,9.85,35,26.0027
1,9.09,35,35.0008
1,9.09,32,39.0007
1,9.09,32,26.0027
1,6.06,40,31.0009
1,6.82,40,22.0028
1,5.305,33,31.0009
1,5.305,33,23.9994
1,5.305,33,22.0028
1,3.79,36,23.9994
1,5.305,36,15.0013
1,3.79,38,19.0012
1,3.79,45,8.9981
1,5.305,45,7.0015
1,7.575,45,0.0
1,5.305,49,7.0015
1,6.82,42,0.0
1,6.82,39,11.0014
1,9.09,36,0.0
1,7.575,43,11.0014
1,9.09,40,15.0013
1,8.335,40,16.9979
1,9.09,34,19.9995
1,9.09,34,19.0012
1,9.85,37,16.9979
1,9.85,34,16.9979
1,8.335,47,19.9995
1,6.06,86,16.9979
1,7.575,86,11.0014
1,7.575,86,11.0014
1,8.335,80,11.0014
1,7.575,80,12.998
1,6.82,86,12.998
1,7.575,80,8.9981
1,7.575,80,8.9981
1,6.82,59,15.0013
1,6.06,50,15.0013
1,6.06,54,19.0012
1,3.79,50,27.9993
1,3.79,49,22.0028
1,5.305,42,23.9994
1,5.305,42,19.9995
1,6.06,39,23.9994
1,6.82,34,26.0027
1,8.335,29,19.9995
1,9.09,27,19.0012
1,9.85,25,16.9979
1,9.09,27,19.9995
1,9.09,26,12.998
1,9.09,28,8.9981
1,8.335,28,7.0015
1,9.09,31,6.0032
1,10.605,39,0.0
1,9.85,39,0.0
1,7.575,42,7.0015
1,6.82,49,7.0015
1,6.82,54,6.0032
1,6.82,54,6.0032
1,6.06,63,6.0032
1,9.09,68,0.0
1,8.335,73,0.0
1,6.06,74,11.0014
1,6.06,74,15.0013
1,6.82,69,12.998
1,11.365,47,8.9981
1,11.365,47,8.9981
1,11.365,35,12.998
1,14.395,26,16.9979
1,15.91,21,11.0014
1,14.395,28,12.998
1,16.665,24,0.0
1,15.91,28,0.0
1,15.15,33,0.0
1,11.365,55,8.9981
1,10.605,59,8.9981
1,11.365,64,6.0032
1,12.12,69,0.0
1,9.85,69,6.0032
1,10.605,86,0.0
1,10.605,80,0.0
1,9.85,80,0.0
1,8.335,74,6.0032
1,8.335,74,6.0032
1,6.82,93,12.998
1,7.575,80,7.0015
1,7.575,86,8.9981
1,9.09,64,8.9981
1,10.605,41,16.9979
1,13.635,28,22.0028
1,13.635,39,31.0009
1,13.635,39,27.9993
1,15.91,31,19.0012
1,15.15,29,27.9993
1,15.15,29,27.9993
1,14.395,31,35.0008
1,12.88,38,22.0028
1,13.635,38,11.0014
1,12.88,41,15.0013
1,15.15,41,0.0
1,12.88,44,6.0032
1,11.365,51,8.9981
1,11.365,64,7.0015
1,11.365,59,6.0032
1,11.365,75,6.0032
1,11.365,69,7.0015
1,10.605,69,11.0014
1,10.605,69,8.9981
1,13.635,55,0.0
1,11.365,64,12.998
1,11.365,60,15.0013
1,13.635,45,22.0028
1,14.395,39,30.0026
1,15.91,32,31.0009
1,19.695,29,23.9994
1,20.455,30,27.9993
1,20.455,30,19.9995
1,21.21,28,22.0028
1,21.21,28,22.0028
1,20.455,32,19.9995
1,20.455,35,19.0012
1,20.455,35,22.0028
1,20.455,35,23.9994
1,20.455,35,19.9995
1,20.455,35,23.9994
1,19.695,37,23.9994
1,19.695,37,23.9994
1,16.665,40,19.9995
1,15.91,46,15.0013
1,15.15,53,19.0012
1,15.15,53,19.0012
1,15.15,46,19.9995
1,15.15,46,19.9995
1,19.695,40,31.0009
1,20.455,37,26.0027
1,21.97,33,15.0013
1,25.0,23,16.9979
1,26.515,22,30.0026
1,27.275,19,26.0027
1,29.545,15,32.9975
1,26.515,21,43.9989
1,25.0,27,31.0009
1,22.725,33,40.9973
1,20.455,40,40.9973
1,19.695,43,32.9975
1,15.91,46,31.0009
1,15.91,50,35.0008
1,14.395,46,43.9989
1,14.395,49,32.9975
1,13.635,49,27.9993
1,12.12,42,51.9987
1,11.365,41,46.0022
1,9.09,37,35.0008
1,9.09,32,31.0009
1,9.09,32,22.0028
1,9.09,32,23.9994
1,9.09,32,23.9994
1,9.85,29,30.0026
1,10.605,27,19.0012
1,12.12,25,16.9979
1,13.635,24,16.9979
1,15.15,21,15.0013
1,15.91,19,15.0013
1,16.665,19,11.0014
1,15.91,19,16.9979
1,15.15,22,15.0013
1,15.15,22,8.9981
1,14.395,26,8.9981
1,13.635,33,7.0015
1,14.395,52,0.0
1,14.395,44,0.0
1,12.88,44,6.0032
1,12.88,41,6.0032
1,11.365,44,6.0032
1,9.85,47,12.998
1,9.85,51,12.998
1,9.85,47,12.998
1,9.85,55,15.0013
1,9.85,55,15.0013
1,11.365,55,11.0014
1,10.605,52,19.0012
1,11.365,41,26.0027
1,15.15,34,19.9995
1,19.695,32,22.0028
1,21.21,30,23.9994
1,22.725,28,27.9993
1,22.725,28,27.9993
1,22.725,31,26.0027
1,22.725,28,19.0012
1,20.455,40,15.0013
1,15.91,53,15.0013
1,19.695,43,12.998
1,17.425,46,12.998
1,16.665,53,12.998
1,19.695,40,15.0013
1,16.665,53,12.998
1,15.91,53,15.0013
1,15.91,53,15.0013
1,16.665,53,12.998
1,15.91,57,12.998
1,16.665,66,6.0032
1,15.15,70,8.9981
1,16.665,57,7.0015
1,16.665,57,6.0032
1,17.425,57,12.998
1,19.695,54,12.998
1,21.97,44,16.9979
1,23.485,41,15.0013
1,25.76,34,15.0013
1,31.06,31,15.0013
1,30.305,28,16.9979
1,26.515,35,19.9995
1,27.275,32,19.9995
1,25.76,42,19.0012
1,23.485,55,22.0028
1,23.485,59,22.0028
1,25.0,55,26.0027
1,24.24,59,19.0012
1,22.725,67,19.9995
1,21.97,72,19.0012
1,21.97,72,15.0013
1,21.97,72,19.0012
1,22.725,67,16.9979
1,22.725,67,16.9979
1,22.725,67,7.0015
1,21.97,72,11.0014
1,21.21,77,15.0013
1,21.21,77,12.998
1,21.21,77,12.998
1,21.97,72,15.0013
1,21.97,72,11.0014
1,24.24,59,12.998
1,31.06,43,12.998
1,31.06,36,19.9995
1,31.06,36,22.0028
1,31.06,36,19.0012
1,31.06,34,23.9994
1,31.06,33,22.0028
1,31.06,29,39.0007
1,31.06,31,12.998
1,27.275,21,32.9975
1,25.76,10,16.9979
1,25.0,8,19.0012
1,23.485,12,32.9975
1,22.725,14,27.9993
1,21.97,13,26.0027
1,21.21,14,19.9995
1,20.455,15,22.0028
1,20.455,15,22.0028
1,20.455,17,27.9993
1,19.695,17,35.0008
1,19.695,17,39.0007
1,20.455,16,43.9989
1,21.21,16,39.0007
1,21.97,16,39.0007
1,21.97,18,32.9975
1,21.97,16,40.9973
1,22.725,15,43.9989
1,21.97,16,50.0021
1,21.97,16,43.0006
1,21.21,19,40.9973
1,15.91,25,30.0026
1,15.15,29,23.9994
1,14.395,28,35.0008
1,13.635,26,36.9974
1,12.88,28,32.9975
1,12.12,33,30.0026
1,13.635,70,31.0009
1,11.365,70,23.9994
1,10.605,65,26.0027
1,10.605,69,19.0012
1,10.605,69,16.9979
1,9.09,64,19.0012
1,9.09,59,19.9995
1,9.09,59,22.0028
1,9.09,59,26.0027
1,9.85,55,27.9993
1,10.605,52,19.0012
1,13.635,45,16.9979
1,15.15,39,8.9981
1,17.425,39,0.0
1,16.665,36,8.9981
1,18.18,34,0.0
1,17.425,34,6.0032
1,17.425,34,6.0032
1,15.91,39,12.998
1,15.15,49,8.9981
1,15.91,61,6.0032
1,15.15,56,0.0
1,13.635,62,7.0015
1,11.365,65,15.0013
1,11.365,69,11.0014
1,11.365,69,12.998
1,11.365,69,12.998
1,10.605,69,19.0012
1,10.605,75,8.9981
1,10.605,69,15.0013
1,10.605,55,16.9979
1,10.605,64,16.9979
1,10.605,65,19.0012
1,12.88,56,19.9995
1,15.15,49,19.0012
1,15.15,53,22.0028
1,20.455,43,12.998
1,24.24,25,0.0
1,25.0,23,19.9995
1,25.76,19,27.9993
1,25.76,19,22.0028
1,24.24,23,19.0012
1,22.725,23,32.9975
1,20.455,28,35.0008
1,16.665,29,27.9993
1,14.395,29,31.0009
1,12.88,26,36.9974
1,10.605,30,35.0008
1,9.85,30,31.0009
1,9.85,30,31.0009
1,8.335,27,31.0009
1,8.335,27,31.0009
1,6.06,31,32.9975
1,6.06,33,19.9995
1,6.06,33,19.9995
1,4.545,42,27.9993
1,6.06,39,19.9995
1,6.82,37,19.0012
1,9.09,29,12.998
1,11.365,29,6.0032
1,11.365,25,8.9981
1,12.88,25,6.0032
1,12.88,21,7.0015
1,14.395,23,0.0
1,15.15,23,0.0
1,15.15,22,0.0
1,10.605,35,22.0028
1,9.85,40,16.9979
1,11.365,40,6.0032
1,10.605,40,7.0015
1,12.88,40,0.0
1,10.605,43,6.0032
1,9.85,55,12.998
1,9.09,64,12.998
1,9.09,64,12.998
1,8.335,74,16.9979
1,9.09,74,12.998
1,9.09,74,8.9981
1,9.85,74,6.0032
1,9.09,80,8.9981
1,9.85,74,8.9981
1,11.365,60,8.9981
1,11.365,60,16.9979
1,13.635,52,15.0013
1,15.15,43,11.0014
1,15.91,42,15.0013
1,16.665,40,19.0012
1,16.665,40,19.9995
1,17.425,46,12.998
1,16.665,50,16.9979
1,15.15,53,19.9995
1,15.15,61,16.9979
1,14.395,70,12.998
1,14.395,70,15.0013
1,14.395,70,12.998
1,15.15,75,11.0014
1,14.395,81,7.0015
1,15.91,81,7.0015
1,14.395,87,12.998
1,14.395,87,12.998
1,15.15,93,11.0014
1,15.15,100,8.9981
1,14.395,100,15.0013
1,13.635,100,19.9995
1,13.635,100,19.9995
1,15.15,93,15.0013
1,16.665,93,12.998
1,20.455,76,15.0013
1,21.97,67,16.9979
1,22.725,67,19.0012
1,23.485,59,19.0012
1,22.725,63,19.9995
1,23.485,59,19.9995
1,23.485,59,23.9994
1,23.485,59,22.0028
1,22.725,67,22.0028
1,21.97,77,22.0028
1,21.97,72,22.0028
1,21.21,77,19.9995
1,21.97,77,19.9995
1,21.21,77,23.9994
1,21.21,77,19.0012
1,20.455,82,19.0012
1,21.21,82,19.9995
1,21.21,88,23.9994
1,21.21,94,23.9994
1,21.21,100,30.0026
1,20.455,100,19.9995
1,21.21,100,19.0012
1,21.21,100,19.9995
1,21.21,100,15.0013
1,22.725,94,22.0028
1,22.725,94,23.9994
1,21.97,100,15.0013
1,21.97,100,15.0013
1,16.665,100,19.0012
1,15.15,100,19.9995
1,14.395,100,23.9994
1,12.88,100,32.9975
1,12.12,100,27.9993
1,9.09,93,40.9973
1,9.85,100,26.0027
1,9.85,100,27.9993
1,9.09,100,22.0028
1,9.09,100,22.0028
1,7.575,80,39.0007
1,7.575,80,35.0008
1,9.09,75,23.9994
1,9.09,75,26.0027
1,8.335,75,27.9993
1,9.09,75,26.0027
1,9.09,64,31.0009
1,10.605,60,19.9995
1,10.605,48,30.0026
1,13.635,42,27.9993
1,14.395,36,26.0027
1,14.395,36,27.9993
1,15.15,31,26.0027
1,15.15,31,23.9994
1,15.15,29,23.9994
1,15.15,31,15.0013
1,14.395,33,15.0013
1,15.15,33,11.0014
1,13.635,38,15.0013
1,12.88,48,11.0014
1,15.91,48,0.0
1,14.395,48,6.0032
1,12.12,52,8.9981
1,12.12,52,8.9981
1,12.88,52,6.0032
1,13.635,64,0.0
1,11.365,69,7.0015
1,12.88,59,0.0
1,9.85,64,8.9981
1,11.365,55,12.998
1,12.88,41,11.0014
1,14.395,33,12.998
1,17.425,25,11.0014
1,18.94,23,0.0
1,19.695,25,7.0015
1,19.695,20,0.0
1,18.94,18,0.0
1,19.695,27,11.0014
1,17.425,27,15.0013
1,16.665,27,12.998
1,17.425,31,7.0015
1,16.665,39,6.0032
1,14.395,49,12.998
1,14.395,49,15.0013
1,13.635,61,12.998
1,14.395,65,6.0032
1,13.635,52,8.9981
1,13.635,52,8.9981
1,12.88,70,6.0032
1,12.88,75,7.0015
1,12.12,81,8.9981
1,12.88,85,7.0015
1,12.12,87,11.0014
1,12.12,87,8.9981
1,12.12,87,16.9979
1,14.395,75,16.9979
1,14.395,76,26.0027
1,15.15,76,16.9979
1,14.395,76,23.9994
1,15.15,76,19.9995
1,16.665,71,19.9995
1,15.15,76,22.0028
1,15.15,76,19.9995
1,15.91,76,16.9979
1,15.15,76,22.0028
1,15.91,87,12.998
1,15.15,93,22.0028
1,15.91,93,11.0014
