data,public_transport_usage,pedestrian_count,temperature,humidity,public_transport_delay,weather_conditions,day_of_week,pedestrian_incidents
2024-01-30,284.7083333333333,1032.5416666666667,16.351933728065685,63.875,15.689313110665815,"Clear, Rain",Tuesday,54
2024-01-31,317.125,940.25,14.595007003809473,66.5,17.56384327932891,"Clear, Fog",Wednesday,41
2025-01-01,242.95833333333334,977.9583333333334,14.16819818729775,57.375,17.17469746981507,Snow,Wednesday,52
2025-01-02,285.5833333333333,1017.7916666666666,8.895558718148434,61.833333333333336,13.843102174993492,Rain,Thursday,50
2025-01-03,260.3333333333333,1017.9583333333334,12.89755217072446,58.125,18.760284013148325,Fog,Friday,57
2025-01-04,222.25,1021.375,2.82469081146187,53.75,14.030470565673767,Fog,Saturday,45
2025-01-05,285.125,1098.7916666666667,7.394787529181351,61.416666666666664,15.044167856318671,Fog,Sunday,39
2025-01-06,257.2083333333333,958.4583333333334,8.471259649637123,62.083333333333336,15.2453468735904,Rain,Monday,44
2025-01-07,262.0833333333333,878.25,10.649754135875318,55.125,13.250304747095955,Clear,Tuesday,41
2025-01-08,251.125,965.75,11.490059135020246,59.75,16.226399028669643,Snow,Wednesday,52
2025-01-09,269.8333333333333,1109.0416666666667,11.74683752301195,59.125,19.243776297410935,Fog,Thursday,37
2025-01-10,261.625,1015.4166666666666,13.54510413979031,57.916666666666664,14.180629934915304,Clear,Friday,43
2025-01-11,267.75,1077.3333333333333,11.348299683836194,61.958333333333336,13.523544163748975,Fog,Saturday,49
2025-01-12,293.8333333333333,832.5833333333334,11.71819665673609,57.708333333333336,12.932967037204184,"Clear, Fog",Sunday,40
2025-01-13,285.7083333333333,875.875,11.028783980242205,65.45833333333333,14.98405979035526,Fog,Monday,47
2025-01-14,312.2916666666667,905.625,16.245076400914233,66.79166666666667,15.27987109970446,Fog,Tuesday,45
2025-01-15,326.7916666666667,941.4166666666666,13.553628477426237,56.333333333333336,13.947160277002773,Rain,Wednesday,51
2025-01-16,281.9583333333333,734.3333333333334,13.538618804620006,52.666666666666664,13.459628194323924,"Clear, Rain",Thursday,60
2025-01-17,250.375,1185.5416666666667,10.372864728448906,64.0,15.015857315353607,Snow,Friday,55
2025-01-18,292.6666666666667,1066.1666666666667,10.892303621793523,71.79166666666667,11.683657872732601,Clear,Saturday,59
2025-01-19,254.79166666666666,914.25,16.12086893500781,56.291666666666664,19.445010572130837,Rain,Sunday,48
2025-01-20,288.25,963.6666666666666,11.728629465329618,47.916666666666664,18.720730600059138,Snow,Monday,52
2025-01-21,274.8333333333333,945.7916666666666,10.861700844784734,55.875,11.779260423772351,Clear,Tuesday,47
2025-01-22,282.7083333333333,931.3333333333334,16.587922230364242,59.25,17.243811605658575,Clear,Wednesday,40
2025-01-23,267.1666666666667,1104.5833333333333,8.860625805752337,54.75,11.770083176079813,"Clear, Fog",Thursday,37
2025-01-24,251.5,925.7916666666666,9.418717522690601,51.166666666666664,12.663789502091577,Snow,Friday,41
2025-01-25,245.66666666666666,921.0,14.393902241924671,53.666666666666664,15.009060375462711,Clear,Saturday,58
2025-01-26,280.25,1090.2916666666667,16.07130657737348,55.208333333333336,17.28307032711545,"Rain, Snow",Sunday,52
2025-01-27,314.7083333333333,1152.6666666666667,11.312495780615317,56.708333333333336,14.939436472636899,"Clear, Rain",Monday,46
2025-01-28,279.5833333333333,1017.7083333333334,14.893259660126082,62.041666666666664,15.062928308038707,Fog,Tuesday,56
2025-01-29,241.58333333333334,1060.4166666666667,12.374561900352987,60.25,15.732750747131492,"Clear, Snow",Wednesday,48
2025-01-30,252.45833333333334,1151.75,12.60914577219097,67.54166666666667,17.159321409198807,Clear,Thursday,52
2025-01-31,263.7916666666667,1189.625,11.167604179017372,54.916666666666664,13.080531429999617,"Fog, Snow",Friday,37
2026-01-01,264.7916666666667,1107.625,12.60946698335055,54.125,13.766324272138533,Snow,Thursday,49
2026-01-02,264.7916666666667,1021.0833333333334,15.015931301805177,57.958333333333336,15.910997508521652,Rain,Friday,47
2026-01-03,288.3333333333333,1144.2916666666667,12.229784105820272,63.375,15.76456565612897,"Clear, Fog",Saturday,43
2026-01-04,273.875,960.7083333333334,17.293791930880353,53.916666666666664,18.051784605537495,"Fog, Snow",Sunday,53
2026-01-05,294.7083333333333,950.0416666666666,10.753568442478945,63.916666666666664,15.136421343827159,Clear,Monday,45
2026-01-06,274.5,976.1666666666666,7.230351760457403,60.0,14.36176316422358,"Clear, Snow",Tuesday,41
2026-01-07,262.7916666666667,1081.4166666666667,11.904810738046,53.916666666666664,16.10583347543542,Rain,Wednesday,44
2026-01-08,305.4583333333333,1185.5,11.024886963153635,58.458333333333336,16.138238439896227,Fog,Thursday,53
2026-01-09,196.125,1184.5833333333333,13.943099582917968,62.75,13.089554091492351,Clear,Friday,44
2026-01-10,210.75,1203.2916666666667,10.857224786784231,63.166666666666664,16.06926724343451,Fog,Saturday,46
2026-01-11,257.875,1296.5,10.072830025598194,52.25,17.60034618400612,Rain,Sunday,50
2026-01-12,269.0,997.0833333333334,10.744773640476282,57.083333333333336,13.254469587001495,"Clear, Snow",Monday,44
2026-01-13,264.6666666666667,1086.2083333333333,11.541070102236356,64.54166666666667,15.149298064108564,Snow,Tuesday,41
2026-01-14,277.8333333333333,1117.375,15.13049162250016,62.583333333333336,16.19946696338272,Rain,Wednesday,50
2026-01-15,277.4583333333333,1335.875,13.410123212967333,54.125,14.50432041162005,Snow,Thursday,53
2026-01-16,325.125,824.75,10.308129891704482,59.958333333333336,19.07447535815615,Snow,Friday,48
2026-01-17,275.8333333333333,1019.8333333333334,12.704156164798023,62.875,16.51197651023553,Rain,Saturday,49
2026-01-18,276.625,919.4583333333334,15.644479659487503,58.083333333333336,13.13102876174006,"Fog, Rain",Sunday,51
2026-01-19,275.9166666666667,1026.25,14.570048426371327,53.833333333333336,15.497620404193476,Fog,Monday,61
2026-01-20,227.95833333333334,1041.25,14.841469494837325,60.75,14.590838903562533,Clear,Tuesday,52
2026-01-21,223.375,1038.4166666666667,12.708232658686939,64.75,14.804138532191923,Rain,Wednesday,54
2026-01-22,263.875,1201.5833333333333,13.123372057400188,61.166666666666664,15.3009030082998,Fog,Thursday,47
2026-01-23,240.58333333333334,778.0833333333334,9.30285594656458,62.083333333333336,12.346177164302349,Clear,Friday,56
2026-01-24,307.8333333333333,887.5416666666666,14.247340940799548,53.291666666666664,12.410583863007886,Fog,Saturday,45
2026-01-25,289.7916666666667,893.5416666666666,12.466149101647213,61.25,15.39023370622442,Snow,Sunday,31
2026-01-26,268.1666666666667,746.875,16.69518074526631,56.958333333333336,12.12531093268362,Rain,Monday,48
2026-01-27,237.0,890.2083333333334,12.707450537610875,52.833333333333336,13.215095498067539,"Clear, Fog",Tuesday,58
2026-01-28,334.7083333333333,783.9166666666666,11.977227210379334,61.958333333333336,16.454826713826765,Fog,Wednesday,47
2026-01-29,272.75,805.0833333333334,10.134811292627242,63.208333333333336,17.011290148525866,Clear,Thursday,45
2026-01-30,266.75,983.75,10.313016911444679,57.166666666666664,13.719677999099275,Rain,Friday,46
2026-01-31,256.75,1169.25,10.04034375961775,64.79166666666667,15.159267939286998,Rain,Saturday,50
2027-01-01,229.04166666666666,847.6666666666666,10.910822393890877,59.833333333333336,12.695423694671447,"Fog, Rain",Friday,47
2027-01-02,292.6666666666667,1299.0,8.888755082881195,63.583333333333336,13.92170116198182,Snow,Saturday,39
2027-01-03,262.5416666666667,1169.5416666666667,10.51541714729278,67.125,15.051850807437154,Snow,Sunday,39
2027-01-04,245.875,1028.5,10.207529767991142,56.833333333333336,16.165526922767572,Snow,Monday,50
2027-01-05,268.75,873.5416666666666,11.309770982782192,67.0,16.702533528824492,Rain,Tuesday,45
2027-01-06,284.2916666666667,941.75,12.640430392354006,62.5,15.921967752986696,Clear,Wednesday,30
2027-01-07,270.6666666666667,1176.5416666666667,12.31325773074318,61.166666666666664,12.990651470074544,Rain,Thursday,43
2027-01-08,289.2916666666667,1052.0,8.454345265701807,60.75,14.187616277169134,Clear,Friday,44
2027-01-09,287.4166666666667,1104.0833333333333,10.921621512657751,56.625,15.951091004730003,Clear,Saturday,47
2027-01-10,307.0,998.8333333333334,15.031155729601522,58.625,13.250896628531995,Rain,Sunday,46
2027-01-11,280.375,1018.9166666666666,10.741986116103655,72.95833333333333,13.211054346282966,Fog,Monday,53
2027-01-12,277.0,1064.875,11.33259142077734,61.625,15.969691894003631,Rain,Tuesday,48
2027-01-13,285.5833333333333,1015.8333333333334,11.259217853965952,57.125,16.111515411059383,Clear,Wednesday,43
2027-01-14,273.5833333333333,1049.625,9.771957446689415,57.541666666666664,12.439505739177738,Snow,Thursday,48
2027-01-15,303.375,1078.25,9.368802628795297,63.875,16.74472859194297,"Clear, Fog",Friday,48
2027-01-16,288.4166666666667,977.0,14.058192873599227,60.75,14.4027530180986,Fog,Saturday,40
2027-01-17,332.5833333333333,976.9583333333334,13.778561220066862,65.125,14.173085644917947,Snow,Sunday,52
2027-01-18,244.70833333333334,895.6666666666666,12.761278792777455,57.041666666666664,13.36357738159905,Clear,Monday,42
2027-01-19,281.9583333333333,1203.1666666666667,9.79205769842327,58.958333333333336,12.803306060945161,Fog,Tuesday,52
2027-01-20,260.5833333333333,920.4166666666666,13.129433994709004,56.708333333333336,16.81761632583201,Snow,Wednesday,40
2027-01-21,261.5416666666667,1017.875,12.024191766541229,55.416666666666664,15.589691008546716,"Clear, Snow",Thursday,47
2027-01-22,285.625,866.6666666666666,12.744227414560987,54.291666666666664,15.476560183161226,Rain,Friday,46
2027-01-23,262.5416666666667,821.9583333333334,12.59706005778227,52.583333333333336,13.676153951469972,Fog,Saturday,42
2027-01-24,280.0416666666667,1060.125,18.654231205305155,64.79166666666667,15.912190296491614,"Clear, Rain",Sunday,54
2027-01-25,273.7916666666667,1130.6666666666667,11.399882894554258,56.291666666666664,12.384440817897067,"Clear, Snow",Monday,46
2027-01-26,280.0416666666667,901.0833333333334,13.679554464762925,61.958333333333336,14.11519577428283,Snow,Tuesday,47
2027-01-27,268.375,982.0,6.036197716517012,61.375,14.179979466859203,Snow,Wednesday,48
2027-01-28,278.25,912.5,9.233549610045415,55.75,14.286176503450017,Fog,Thursday,54
2027-01-29,273.0416666666667,920.1666666666666,13.974157481070435,61.125,13.541087027967636,Clear,Friday,49
2027-01-30,266.0,1024.7083333333333,12.286591963279973,53.791666666666664,17.829659694039563,Fog,Saturday,45
2027-01-31,268.2083333333333,1002.75,9.252711754184851,59.625,15.773578430526783,Snow,Sunday,44
2028-01-01,256.7916666666667,776.3333333333334,9.442684712727734,58.5,17.834395030737227,"Clear, Fog",Saturday,56
2028-01-02,227.41666666666666,1026.0833333333333,11.55648808301722,68.125,15.69327770585373,Snow,Sunday,41
2028-01-03,240.70833333333334,1024.7083333333333,10.884906245219062,56.125,15.248990507868927,Fog,Monday,54
2028-01-04,241.25,1001.125,14.378453770210692,56.958333333333336,11.533067161681606,Clear,Tuesday,60
2028-01-05,286.2083333333333,962.8333333333334,12.482642783034633,56.666666666666664,13.087392229362619,Fog,Wednesday,44
2028-01-06,233.125,989.0416666666666,9.589253821626682,59.125,12.253891568495867,Fog,Thursday,46
2028-01-07,307.7916666666667,1308.375,15.463865651899141,53.75,13.732979214718737,Snow,Friday,51
2028-01-08,281.625,833.9583333333334,7.845611996343625,57.75,15.15611581769111,"Clear, Fog",Saturday,41
2028-01-09,246.5,1143.9166666666667,10.36677996028028,55.791666666666664,16.53949456608111,Clear,Sunday,39
2028-01-10,286.4166666666667,876.5,14.941122866120883,60.583333333333336,15.363499419977598,"Fog, Snow",Monday,42
2028-01-11,264.8333333333333,927.5,11.124434410764986,58.791666666666664,12.990416662040573,Fog,Tuesday,43
2028-01-12,253.5,1070.4166666666667,13.40301420066252,58.958333333333336,13.424538602774087,Snow,Wednesday,53
2028-01-13,301.4166666666667,1048.125,13.267066558165572,59.291666666666664,15.72220260386488,Clear,Thursday,44
2028-01-14,264.5833333333333,945.2083333333334,16.997445026195926,66.125,16.87656906631038,Snow,Friday,41
2028-01-15,259.1666666666667,888.1666666666666,16.30953046481959,61.875,12.855883444627011,Clear,Saturday,56
2028-01-16,254.75,1039.2083333333333,13.108332660759073,49.166666666666664,13.498500677102683,Fog,Sunday,47
2028-01-17,281.7916666666667,885.3333333333334,11.669185418857884,62.208333333333336,12.768594298076787,Clear,Monday,41
2028-01-18,295.1666666666667,1094.5833333333333,15.446460092908737,54.583333333333336,13.446128894040392,Rain,Tuesday,48
2028-01-19,244.41666666666666,913.2916666666666,11.5581178429985,58.833333333333336,17.399419031975267,Rain,Wednesday,46
2028-01-20,274.5,1069.0416666666667,9.95418396125625,58.083333333333336,13.12459282138321,Fog,Thursday,37
2028-01-21,292.2916666666667,942.875,11.470913273378192,58.958333333333336,16.828805861526348,Clear,Friday,49
2028-01-22,285.3333333333333,1008.125,17.4262188881492,54.916666666666664,15.689863352457158,Rain,Saturday,40
2028-01-23,239.16666666666666,1056.875,16.346850136260507,53.041666666666664,14.203693523548907,Rain,Sunday,46
2028-01-24,293.5833333333333,1120.5833333333333,8.812521666327749,59.208333333333336,16.216185869651266,Snow,Monday,46
2028-01-25,256.2083333333333,1116.125,11.87199971844028,56.75,14.090918992494695,Fog,Tuesday,45
2028-01-26,299.2916666666667,1050.6666666666667,10.0171990315165,59.791666666666664,10.77237402007974,Clear,Wednesday,52
2028-01-27,245.41666666666666,1152.125,14.344942436650953,69.875,13.653954884449325,Fog,Thursday,56
2028-01-28,256.4166666666667,1144.1666666666667,9.676522903905177,57.291666666666664,15.89348740199501,Fog,Friday,50
2028-01-29,253.625,1073.0833333333333,14.645027713731642,62.166666666666664,12.401524628396047,Clear,Saturday,50
2028-01-30,300.5,918.0416666666666,9.625355089035333,52.916666666666664,13.743760910222584,Snow,Sunday,60
2028-01-31,305.1666666666667,1202.125,10.965986301698521,63.625,15.75100974066868,Clear,Monday,52
2029-01-01,296.4166666666667,973.7916666666666,11.922803513251914,49.083333333333336,13.949450376683856,Rain,Monday,37
2029-01-02,303.1666666666667,938.2916666666666,8.977099362778494,58.0,18.727132248916416,Snow,Tuesday,42
2029-01-03,231.0,1145.0833333333333,13.978652795402327,55.583333333333336,13.303581821387029,Rain,Wednesday,43
2029-01-04,229.0,1128.625,10.454655121779874,65.33333333333333,16.919316067010094,Clear,Thursday,47
2029-01-05,282.625,907.0,15.921571487990713,53.458333333333336,13.179747244170272,Rain,Friday,52
2029-01-06,254.25,857.9166666666666,4.0909853053377345,58.0,14.396199045815775,"Fog, Rain",Saturday,57
2029-01-07,263.4166666666667,1209.75,9.43734770181266,58.25,16.82176684002977,Rain,Sunday,44
2029-01-08,238.79166666666666,1114.25,8.522900136181836,53.333333333333336,15.286121442180525,Clear,Monday,33
2029-01-09,269.625,810.375,15.522470035509157,65.95833333333333,13.939596815310447,"Clear, Fog",Tuesday,38
2029-01-10,294.5,963.9166666666666,16.70074003266708,58.375,10.733208474174033,Fog,Wednesday,53
2029-01-11,320.1666666666667,827.125,11.674238545585986,63.791666666666664,14.104952969028957,Clear,Thursday,39
2029-01-12,266.75,1018.2916666666666,15.693773026609358,64.95833333333333,16.425420491819395,Rain,Friday,47
2029-01-13,286.6666666666667,929.25,8.882042336338477,63.5,13.647438398763482,Rain,Saturday,47
2029-01-14,263.875,1112.4583333333333,12.139749197692467,57.25,14.741393449233422,Clear,Sunday,57
2029-01-15,269.6666666666667,1235.25,11.921107239831562,58.041666666666664,12.560523024065013,Snow,Monday,59
2029-01-16,266.8333333333333,1058.2083333333333,14.38763903575842,55.375,15.97026522551104,Snow,Tuesday,58
2029-01-17,262.75,1252.375,11.746722513630182,63.125,14.2784606541787,Clear,Wednesday,46
2029-01-18,279.7916666666667,970.5,12.033714514477083,53.083333333333336,16.374065466877706,Snow,Thursday,44
2029-01-19,274.9583333333333,1224.5833333333333,12.093599548972831,63.083333333333336,16.58814767149324,"Fog, Rain",Friday,46
2029-01-20,281.625,1003.5416666666666,14.592827971205848,56.875,14.205541745236706,Clear,Saturday,43
2029-01-21,306.2916666666667,1137.6666666666667,10.185686129157231,49.125,11.92290769882932,Snow,Sunday,52
2029-01-22,253.625,834.375,12.965668176751707,58.458333333333336,14.809375568435579,Snow,Monday,43
2029-01-23,260.9166666666667,1025.875,14.455023976392683,56.541666666666664,13.790789753231879,Fog,Tuesday,58
2029-01-24,252.75,877.375,16.277425684613945,49.958333333333336,11.79820352011206,Clear,Wednesday,65
2029-01-25,283.9166666666667,964.875,14.146494746590099,53.666666666666664,15.397405249030406,Rain,Thursday,50
2029-01-26,281.75,939.6666666666666,10.66957301338877,62.375,15.652500813753214,Rain,Friday,60
2029-01-27,241.54166666666666,1433.9583333333333,12.502135635564885,65.45833333333333,14.018964427115305,Fog,Saturday,44
2029-01-28,279.5,1045.4583333333333,9.346353864927545,55.125,11.99850717283117,Snow,Sunday,44
2029-01-29,269.4166666666667,957.3333333333334,12.763780847973749,65.16666666666667,15.214941718487468,Snow,Monday,40
2029-01-30,249.91666666666666,1030.2916666666667,16.210263178590804,58.166666666666664,16.51710897772476,Rain,Tuesday,39
2029-01-31,233.25,912.5,11.416468958378681,60.041666666666664,15.756466508275217,Fog,Wednesday,58
2030-01-01,289.0416666666667,893.4166666666666,11.236565906139132,61.625,17.88886820946907,Clear,Tuesday,51
2030-01-02,282.8333333333333,872.7083333333334,12.797559102983966,54.375,16.146948992429575,Fog,Wednesday,63
2030-01-03,308.9166666666667,966.125,13.768354779212354,63.833333333333336,13.31260959383809,Fog,Thursday,48
2030-01-04,258.125,1038.5,15.927013252581682,57.208333333333336,13.103358112294302,"Clear, Snow",Friday,53
2030-01-05,276.625,968.5833333333334,14.752022494644477,55.458333333333336,17.238160181844062,Clear,Saturday,38
2030-01-06,238.54166666666666,1041.0833333333333,14.166332781256889,59.791666666666664,18.69120120518317,Fog,Sunday,52
2030-01-07,273.375,1006.0833333333334,15.895416026010151,59.916666666666664,16.547430446154923,Snow,Monday,44
2030-01-08,279.75,1032.9166666666667,11.013020544321646,57.083333333333336,13.365392012230666,Rain,Tuesday,51
2030-01-09,275.25,1097.625,14.282828953090641,61.125,13.831850681760855,"Fog, Rain",Wednesday,46
2030-01-10,251.20833333333334,1032.3333333333333,13.426384721708134,59.041666666666664,17.650774641650834,"Clear, Rain",Thursday,51
2030-01-11,248.83333333333334,976.0416666666666,19.66141554806175,62.583333333333336,11.972466398759643,Rain,Friday,51
2030-01-12,256.2916666666667,943.25,13.155055509091552,62.916666666666664,13.407199293132026,Fog,Saturday,44
2030-01-13,262.5416666666667,889.5416666666666,11.81296588344115,59.625,12.334090633877102,"Clear, Snow",Sunday,44
2030-01-14,308.9166666666667,972.5416666666666,13.516752012957776,52.375,17.13554859187143,Clear,Monday,52
2030-01-15,260.2083333333333,672.875,8.205564262767734,62.625,15.065258527434642,"Clear, Snow",Tuesday,43
2030-01-16,268.4166666666667,1144.875,12.130401144126287,54.75,14.374379177989974,Snow,Wednesday,53
2030-01-17,244.45833333333334,945.8333333333334,11.786241570583726,61.0,13.59462039949115,Clear,Thursday,51
2030-01-18,258.2083333333333,1103.125,14.14337048132482,58.541666666666664,14.475262650621138,Fog,Friday,48
2030-01-19,232.83333333333334,890.625,11.040753272117563,61.083333333333336,14.318313905087301,Rain,Saturday,53
2030-01-20,262.5833333333333,878.2916666666666,14.627559511635397,64.875,14.025592592391666,Clear,Sunday,49
2030-01-21,281.0,826.4166666666666,13.09090200444969,59.833333333333336,14.557940215773264,Clear,Monday,50
2030-01-22,268.5833333333333,859.6666666666666,11.284115760100363,62.333333333333336,14.674876228266337,Clear,Tuesday,45
2030-01-23,259.5,1226.1666666666667,13.671634720888434,51.416666666666664,14.272614462420444,Clear,Wednesday,41
2030-01-24,269.75,971.4166666666666,12.455808067890638,63.875,13.56976620717626,Fog,Thursday,42
2030-01-25,259.3333333333333,887.125,10.014135219279973,64.375,15.097139355448787,"Clear, Fog, Rain",Friday,55
2030-01-26,254.04166666666666,1124.375,15.317051316434087,61.833333333333336,16.632157522275765,Snow,Saturday,47
2030-01-27,291.0,969.1666666666666,12.964817062847949,61.666666666666664,14.502218656391001,Rain,Sunday,45
2030-01-28,319.75,984.7083333333334,7.561024817002866,57.75,15.767349113645816,Snow,Monday,45
2030-01-29,293.9166666666667,942.375,13.255372469650796,61.708333333333336,16.366129146419635,Snow,Tuesday,57
2030-01-30,299.9166666666667,1196.5416666666667,11.773503400600077,46.041666666666664,17.197988437777337,Rain,Wednesday,53
2030-01-31,248.08333333333334,935.2083333333334,12.590251295660643,54.333333333333336,14.048768306520907,"Fog, Snow",Thursday,48
2031-01-01,303.2083333333333,948.6666666666666,9.875382937149315,68.45833333333333,15.000834385877184,"Fog, Rain",Wednesday,46
2031-01-02,288.9583333333333,1028.1666666666667,9.06502677725536,52.958333333333336,15.870576249291885,Rain,Thursday,43
2031-01-03,292.3333333333333,916.4166666666666,9.778270100224168,57.166666666666664,16.007311795980716,Clear,Friday,47
