price,bedrooms,sqft_living,sqft_lot,waterfront,grade,yr_built,yr_renovated
328500.0,4,2290,8250,0,9,1990,0
988000.0,4,4040,19700,0,11,1987,0
1000000.0,4,2610,3277,0,8,1922,0
237000.0,3,1490,2138,0,7,2005,0
525000.0,4,2450,5280,0,8,2003,0
749000.0,4,1710,9627,0,9,1976,2014
722500.0,5,4870,11800,0,10,1983,0
843000.0,3,3130,8750,0,10,1991,0
438000.0,2,1270,1372,0,8,2000,0
578000.0,3,2120,10875,0,8,1977,0
227950.0,3,1670,8230,0,7,1954,0
196000.0,3,2070,11576,0,7,1974,0
641000.0,2,1420,5332,0,8,1953,0
350000.0,3,1250,219978,0,6,1980,0
205000.0,3,940,7980,0,7,1960,0
400000.0,3,1920,9102,0,7,1968,0
1030000.0,3,3545,9816,0,10,2005,0
505000.0,3,1260,5460,0,7,1972,0
475000.0,5,2340,7200,0,7,1975,0
520000.0,3,2590,9263,0,8,1977,0
1450000.0,3,3970,24920,0,10,1977,1999
333500.0,3,1220,9732,0,7,1965,0
232000.0,3,1400,10403,0,6,1976,0
691100.0,3,2360,16117,0,8,1983,0
811000.0,3,1870,9897,0,8,1960,0
551000.0,3,2830,5802,0,9,2001,0
496500.0,3,2260,3640,0,8,1994,0
705000.0,3,1970,20978,1,9,1980,0
578000.0,4,3140,9225,0,9,1966,0
255000.0,3,1240,8659,0,7,1986,0
1050000.0,4,3450,7832,0,10,2007,0
348000.0,3,2570,8491,0,8,1989,0
230000.0,3,1510,3413,0,7,1985,0
359500.0,4,2390,11250,0,9,1988,0
330000.0,3,980,7000,0,6,1953,0
80000.0,1,430,5050,0,4,1912,0
465000.0,3,1480,6360,0,7,1954,0
325000.0,4,1850,7324,0,8,1997,0
340500.0,3,2270,28025,0,7,1947,0
342500.0,3,1810,5192,0,8,1993,0
290900.0,2,1610,17600,0,6,1930,1983
868700.0,3,3840,6161,0,10,2000,0
1199000.0,4,4110,8400,0,9,1928,2013
1150000.0,4,4190,10259,0,11,2000,0
859900.0,4,3390,6298,0,9,2011,0
520000.0,4,1890,3006,0,7,2003,0
460000.0,3,1610,2527,0,9,2005,0
438924.0,3,1050,4590,0,7,1949,0
315000.0,2,630,6550,0,5,1918,0
590000.0,4,2910,10650,0,8,1975,0
378500.0,4,1700,8640,0,7,1955,0
328500.0,3,1950,8130,0,9,1990,0
849950.0,3,2990,9773,0,8,1973,0
525000.0,3,1350,6000,0,7,1950,0
1385000.0,4,4860,181319,0,9,1993,0
295000.0,4,2160,7725,0,8,1978,0
1067000.0,6,4860,11793,0,11,1998,0
207950.0,2,890,5000,0,6,1917,0
699900.0,4,2810,7302,0,9,2002,0
1280000.0,5,3400,9500,0,8,1977,0
452000.0,4,1580,7350,0,7,1963,0
370000.0,3,1680,5036,0,7,1987,0
232000.0,3,1300,11230,0,7,1968,0
669950.0,5,2820,14062,0,7,1960,0
397500.0,3,1510,6710,0,7,1972,0
490000.0,2,1230,1391,0,8,2004,0
725000.0,4,2110,4140,0,9,1925,2003
299000.0,3,3080,19635,0,7,1958,0
625000.0,2,1490,5750,0,7,1900,0
437500.0,3,2120,4500,0,7,2000,0
650000.0,4,3180,5438,0,9,2003,0
475000.0,2,1490,3825,0,7,1929,0
342000.0,3,1930,11947,0,8,1966,0
1197350.0,4,2770,7800,0,10,1999,0
280000.0,3,1670,11610,0,7,1963,0
240000.0,2,1330,7200,0,7,1993,0
529000.0,3,1210,3328,0,7,1924,0
442000.0,3,1190,5100,0,7,1941,0
615000.0,2,1540,6872,0,7,1946,0
1485000.0,4,4030,10800,0,10,2006,0
585000.0,4,2430,7559,0,8,1981,0
480000.0,4,2600,7787,0,8,2005,0
1095000.0,5,4410,57063,0,9,1990,0
290000.0,4,1330,8184,0,7,1949,0
615000.0,3,1900,5000,0,7,1951,0
300000.0,2,1100,7680,0,7,1950,0
308000.0,3,1980,39150,0,6,1932,0
750000.0,3,2400,7745,0,9,2001,0
2250000.0,4,4760,8036,0,9,1916,0
890000.0,4,3180,194278,0,10,2005,0
288000.0,3,1190,7560,0,6,1958,0
190000.0,2,630,6000,0,6,1943,2005
515000.0,5,2530,5105,0,8,2005,0
235000.0,4,1690,11054,0,5,1930,0
275000.0,2,940,5000,0,6,1951,0
727500.0,2,1240,9119,0,7,1952,0
650000.0,4,3040,6587,0,7,2003,0
1600000.0,6,6050,230652,0,11,2001,0
365000.0,4,1590,7085,0,6,1944,0
662000.0,3,2500,36947,0,9,1984,0
270500.0,3,1780,7848,0,7,1978,0
200000.0,2,1360,1898,0,7,1978,0
970000.0,4,4740,76230,0,10,1987,0
160000.0,3,1010,9600,0,7,1962,0
204000.0,3,1040,7405,0,6,1971,0
358000.0,3,1610,6655,0,7,1985,0
452000.0,4,1570,8268,0,7,1979,0
595000.0,2,1510,4000,0,7,1900,0
249000.0,3,1360,6082,0,7,1994,0
346900.0,4,1970,5106,0,8,1999,0
2125000.0,3,5403,24069,1,12,1976,0
280000.0,4,1560,4350,0,7,2003,0
318888.0,4,2320,12000,0,8,1973,0
530000.0,3,2120,40518,0,8,1967,0
375000.0,3,2120,18500,0,8,1983,0
910000.0,4,3350,29242,0,11,1988,0
782000.0,4,2380,9614,0,10,1991,0
259950.0,2,1070,649,0,9,2008,0
315000.0,4,2300,18360,0,7,1979,0
215000.0,2,1320,8865,0,6,1943,0
705000.0,3,2180,10221,0,7,1946,0
1450000.0,3,4380,6320,0,10,1952,0
451000.0,3,1790,9813,0,7,1949,0
261000.0,2,750,8125,0,6,1943,0
396000.0,3,1300,8280,0,7,1956,0
725000.0,4,2990,29170,0,9,1999,0
1950000.0,7,4640,15235,0,11,1965,2003
238000.0,4,1400,7242,0,7,1959,0
750000.0,6,2750,9563,0,8,1973,0
331500.0,4,2050,10271,0,7,1998,0
460000.0,4,2230,108900,0,7,1978,0
404950.0,4,2340,217014,0,8,1982,0
880000.0,3,2870,5163,0,9,2014,0
863000.0,4,4120,22370,0,10,1997,0
638700.0,3,2080,9162,0,7,1960,0
435000.0,3,1840,5680,0,7,2008,0
260000.0,3,1180,5350,0,6,1959,0
671500.0,5,2160,4000,0,7,1927,0
610000.0,3,1180,3400,0,8,1907,0
405000.0,2,1160,15029,0,6,1937,0
338900.0,4,1830,5612,0,7,2003,0
720000.0,4,3200,7708,0,10,2004,0
442000.0,5,2560,5445,0,7,1927,0
650000.0,5,2550,5040,0,8,1902,0
263500.0,3,1330,9917,0,7,1981,0
300000.0,2,1220,75794,0,7,1963,0
266000.0,3,1805,3402,0,7,2009,0
930000.0,4,6050,84942,0,9,2009,0
530000.0,4,2320,5493,0,8,2004,0
180000.0,3,1384,8960,0,6,1965,0
619000.0,3,2720,6439,0,9,2005,0
264000.0,3,1820,10608,0,7,1962,0
730000.0,2,2130,4920,0,7,1941,0
439000.0,4,2060,10070,0,7,1975,0
268500.0,4,1420,7500,0,7,1981,0
330000.0,3,1510,15744,0,7,1985,0
640000.0,3,2160,4000,0,8,1903,2013
900000.0,3,3180,12600,0,11,1978,0
370000.0,3,2110,13300,0,8,1985,0
685000.0,3,2060,2900,0,8,1931,0
505000.0,3,1830,217800,0,7,1981,0
265000.0,3,1820,32666,0,7,1966,0
290000.0,3,1610,2937,0,8,2006,0
296000.0,4,1780,3600,0,7,2006,0
360000.0,4,1840,9611,0,7,1996,0
240500.0,3,1460,10584,0,7,1997,0
372500.0,2,1400,2958,0,8,2007,0
595000.0,3,3370,14402,0,9,2004,0
515000.0,4,3590,8249,0,9,1997,0
1220000.0,4,3200,15367,0,9,1962,0
507000.0,2,1670,6460,0,8,2004,0
399950.0,4,2420,31465,0,9,1984,0
185000.0,3,1430,10816,0,7,1994,0
460000.0,3,1440,7070,0,7,1980,0
435500.0,3,1450,4789,0,7,1985,0
469000.0,4,3550,13938,0,8,1966,0
531000.0,2,1270,1175,0,8,2000,0
443500.0,2,940,6804,0,7,1949,0
223000.0,3,1670,6824,0,7,1990,0
590000.0,4,3100,15842,0,8,1996,0
340000.0,2,1100,1760,0,7,1997,0
650000.0,3,1870,3388,0,8,1925,0
533600.0,3,1930,5080,0,8,1990,0
695000.0,3,2540,4694,0,9,2005,0
242000.0,3,1280,7524,0,7,1988,0
425000.0,3,1820,8814,0,7,1967,0
525000.0,3,1490,9414,0,7,1981,0
485000.0,3,1880,5502,0,8,1988,0
175000.0,3,1250,9775,0,7,1971,0
210000.0,3,1440,7210,0,8,1983,0
260000.0,3,1920,7415,0,7,1989,0
577000.0,3,2060,5750,0,7,1976,0
200000.0,3,1210,10588,0,7,1958,0
605000.0,2,1760,5000,0,7,1927,0
325000.0,3,990,6750,0,6,1947,0
289500.0,3,960,6400,0,6,1944,0
559950.0,3,1660,1458,0,9,2014,0
1042500.0,3,1900,9375,0,8,1941,0
543500.0,3,1270,2790,0,7,1970,0
480000.0,4,3250,34293,0,9,1983,0
